destroyed_buildings,destroyed_pixels,event_name,event_type,folder,image_fname,image_id,light_damaged_buildings,light_damaged_pixels,mask_fname,medium_damaged_buildings,medium_damaged_pixels,non_damaged_buildings,non_damaged_pixels,sample_id,fold
0,0,moore-tornado,pre,tier3,tier3\images\moore-tornado_00000002_pre_disaster.png,moore-tornado_00000002_pre_disaster,0,0,tier3\masks\moore-tornado_00000002_pre_disaster.png,0,0,9,11310,2,3
0,0,mexico-earthquake,pre,train,train\images\mexico-earthquake_00000002_pre_disaster.png,mexico-earthquake_00000002_pre_disaster,0,0,train\masks\mexico-earthquake_00000002_pre_disaster.png,0,0,168,357119,2,2
0,0,sunda-tsunami,pre,tier3,tier3\images\sunda-tsunami_00000002_pre_disaster.png,sunda-tsunami_00000002_pre_disaster,0,0,tier3\masks\sunda-tsunami_00000002_pre_disaster.png,0,0,53,41681,2,0
0,0,socal-fire,pre,train,train\images\socal-fire_00000002_pre_disaster.png,socal-fire_00000002_pre_disaster,0,0,train\masks\socal-fire_00000002_pre_disaster.png,0,0,30,31322,2,3
0,0,hurricane-matthew,pre,train,train\images\hurricane-matthew_00000002_pre_disaster.png,hurricane-matthew_00000002_pre_disaster,0,0,train\masks\hurricane-matthew_00000002_pre_disaster.png,0,0,25,7515,2,3
0,0,moore-tornado,pre,tier3,tier3\images\moore-tornado_00000003_pre_disaster.png,moore-tornado_00000003_pre_disaster,0,0,tier3\masks\moore-tornado_00000003_pre_disaster.png,0,0,201,156508,3,2
0,0,nepal-flooding,pre,tier3,tier3\images\nepal-flooding_00000003_pre_disaster.png,nepal-flooding_00000003_pre_disaster,0,0,tier3\masks\nepal-flooding_00000003_pre_disaster.png,0,0,12,7249,3,4
0,0,santa-rosa-wildfire,pre,train,train\images\santa-rosa-wildfire_00000003_pre_disaster.png,santa-rosa-wildfire_00000003_pre_disaster,0,0,train\masks\santa-rosa-wildfire_00000003_pre_disaster.png,0,0,17,40409,3,2
0,0,joplin-tornado,pre,tier3,tier3\images\joplin-tornado_00000003_pre_disaster.png,joplin-tornado_00000003_pre_disaster,0,0,tier3\masks\joplin-tornado_00000003_pre_disaster.png,0,0,157,144028,3,3
0,0,hurricane-matthew,pre,train,train\images\hurricane-matthew_00000003_pre_disaster.png,hurricane-matthew_00000003_pre_disaster,0,0,train\masks\hurricane-matthew_00000003_pre_disaster.png,0,0,97,32379,3,0
0,0,hurricane-michael,pre,train,train\images\hurricane-michael_00000003_pre_disaster.png,hurricane-michael_00000003_pre_disaster,0,0,train\masks\hurricane-michael_00000003_pre_disaster.png,0,0,35,55852,3,1
0,0,mexico-earthquake,pre,train,train\images\mexico-earthquake_00000003_pre_disaster.png,mexico-earthquake_00000003_pre_disaster,0,0,train\masks\mexico-earthquake_00000003_pre_disaster.png,0,0,326,511566,3,1
0,0,midwest-flooding,pre,train,train\images\midwest-flooding_00000003_pre_disaster.png,midwest-flooding_00000003_pre_disaster,0,0,train\masks\midwest-flooding_00000003_pre_disaster.png,0,0,179,267026,3,1
0,0,palu-tsunami,pre,train,train\images\palu-tsunami_00000003_pre_disaster.png,palu-tsunami_00000003_pre_disaster,0,0,train\masks\palu-tsunami_00000003_pre_disaster.png,0,0,2,2716,3,3
0,0,socal-fire,pre,train,train\images\socal-fire_00000003_pre_disaster.png,socal-fire_00000003_pre_disaster,0,0,train\masks\socal-fire_00000003_pre_disaster.png,0,0,24,28701,3,2
0,0,woolsey-fire,pre,tier3,tier3\images\woolsey-fire_00000003_pre_disaster.png,woolsey-fire_00000003_pre_disaster,0,0,tier3\masks\woolsey-fire_00000003_pre_disaster.png,0,0,0,0,3,2
0,0,pinery-bushfire,pre,tier3,tier3\images\pinery-bushfire_00000003_pre_disaster.png,pinery-bushfire_00000003_pre_disaster,0,0,tier3\masks\pinery-bushfire_00000003_pre_disaster.png,0,0,0,0,3,3
0,0,lower-puna-volcano,pre,tier3,tier3\images\lower-puna-volcano_00000003_pre_disaster.png,lower-puna-volcano_00000003_pre_disaster,0,0,tier3\masks\lower-puna-volcano_00000003_pre_disaster.png,0,0,2,348,3,0
0,0,portugal-wildfire,pre,tier3,tier3\images\portugal-wildfire_00000003_pre_disaster.png,portugal-wildfire_00000003_pre_disaster,0,0,tier3\masks\portugal-wildfire_00000003_pre_disaster.png,0,0,6,5920,3,3
0,0,tuscaloosa-tornado,pre,tier3,tier3\images\tuscaloosa-tornado_00000003_pre_disaster.png,tuscaloosa-tornado_00000003_pre_disaster,0,0,tier3\masks\tuscaloosa-tornado_00000003_pre_disaster.png,0,0,34,17407,3,1
0,0,hurricane-florence,pre,train,train\images\hurricane-florence_00000003_pre_disaster.png,hurricane-florence_00000003_pre_disaster,0,0,train\masks\hurricane-florence_00000003_pre_disaster.png,0,0,60,120023,3,2
0,0,sunda-tsunami,pre,tier3,tier3\images\sunda-tsunami_00000003_pre_disaster.png,sunda-tsunami_00000003_pre_disaster,0,0,tier3\masks\sunda-tsunami_00000003_pre_disaster.png,0,0,0,0,3,1
0,0,mexico-earthquake,pre,train,train\images\mexico-earthquake_00000004_pre_disaster.png,mexico-earthquake_00000004_pre_disaster,0,0,train\masks\mexico-earthquake_00000004_pre_disaster.png,0,0,112,286852,4,3
0,0,joplin-tornado,pre,tier3,tier3\images\joplin-tornado_00000004_pre_disaster.png,joplin-tornado_00000004_pre_disaster,0,0,tier3\masks\joplin-tornado_00000004_pre_disaster.png,0,0,232,202093,4,2
0,0,tuscaloosa-tornado,pre,tier3,tier3\images\tuscaloosa-tornado_00000004_pre_disaster.png,tuscaloosa-tornado_00000004_pre_disaster,0,0,tier3\masks\tuscaloosa-tornado_00000004_pre_disaster.png,0,0,89,139974,4,3
0,0,moore-tornado,pre,tier3,tier3\images\moore-tornado_00000004_pre_disaster.png,moore-tornado_00000004_pre_disaster,0,0,tier3\masks\moore-tornado_00000004_pre_disaster.png,0,0,1,114,4,2
0,0,santa-rosa-wildfire,pre,train,train\images\santa-rosa-wildfire_00000004_pre_disaster.png,santa-rosa-wildfire_00000004_pre_disaster,0,0,train\masks\santa-rosa-wildfire_00000004_pre_disaster.png,0,0,6,7433,4,3
0,0,nepal-flooding,pre,tier3,tier3\images\nepal-flooding_00000004_pre_disaster.png,nepal-flooding_00000004_pre_disaster,0,0,tier3\masks\nepal-flooding_00000004_pre_disaster.png,0,0,12,11330,4,2
0,0,woolsey-fire,pre,tier3,tier3\images\woolsey-fire_00000004_pre_disaster.png,woolsey-fire_00000004_pre_disaster,0,0,tier3\masks\woolsey-fire_00000004_pre_disaster.png,0,0,0,0,4,2
0,0,socal-fire,pre,train,train\images\socal-fire_00000004_pre_disaster.png,socal-fire_00000004_pre_disaster,0,0,train\masks\socal-fire_00000004_pre_disaster.png,0,0,0,0,4,4
0,0,sunda-tsunami,pre,tier3,tier3\images\sunda-tsunami_00000004_pre_disaster.png,sunda-tsunami_00000004_pre_disaster,0,0,tier3\masks\sunda-tsunami_00000004_pre_disaster.png,0,0,215,202958,4,2
0,0,pinery-bushfire,pre,tier3,tier3\images\pinery-bushfire_00000004_pre_disaster.png,pinery-bushfire_00000004_pre_disaster,0,0,tier3\masks\pinery-bushfire_00000004_pre_disaster.png,0,0,0,0,4,1
0,0,lower-puna-volcano,pre,tier3,tier3\images\lower-puna-volcano_00000004_pre_disaster.png,lower-puna-volcano_00000004_pre_disaster,0,0,tier3\masks\lower-puna-volcano_00000004_pre_disaster.png,0,0,19,4088,4,1
0,0,portugal-wildfire,pre,tier3,tier3\images\portugal-wildfire_00000004_pre_disaster.png,portugal-wildfire_00000004_pre_disaster,0,0,tier3\masks\portugal-wildfire_00000004_pre_disaster.png,0,0,0,0,4,2
0,0,hurricane-michael,pre,train,train\images\hurricane-michael_00000004_pre_disaster.png,hurricane-michael_00000004_pre_disaster,0,0,train\masks\hurricane-michael_00000004_pre_disaster.png,0,0,3,2843,4,0
0,0,hurricane-matthew,pre,train,train\images\hurricane-matthew_00000004_pre_disaster.png,hurricane-matthew_00000004_pre_disaster,0,0,train\masks\hurricane-matthew_00000004_pre_disaster.png,0,0,0,0,4,2
0,0,pinery-bushfire,pre,tier3,tier3\images\pinery-bushfire_00000005_pre_disaster.png,pinery-bushfire_00000005_pre_disaster,0,0,tier3\masks\pinery-bushfire_00000005_pre_disaster.png,0,0,0,0,5,4
0,0,santa-rosa-wildfire,pre,train,train\images\santa-rosa-wildfire_00000005_pre_disaster.png,santa-rosa-wildfire_00000005_pre_disaster,0,0,train\masks\santa-rosa-wildfire_00000005_pre_disaster.png,0,0,21,143271,5,4
0,0,hurricane-matthew,pre,train,train\images\hurricane-matthew_00000005_pre_disaster.png,hurricane-matthew_00000005_pre_disaster,0,0,train\masks\hurricane-matthew_00000005_pre_disaster.png,0,0,60,16287,5,4
0,0,nepal-flooding,pre,tier3,tier3\images\nepal-flooding_00000005_pre_disaster.png,nepal-flooding_00000005_pre_disaster,0,0,tier3\masks\nepal-flooding_00000005_pre_disaster.png,0,0,43,35708,5,3
0,0,woolsey-fire,pre,tier3,tier3\images\woolsey-fire_00000005_pre_disaster.png,woolsey-fire_00000005_pre_disaster,0,0,tier3\masks\woolsey-fire_00000005_pre_disaster.png,0,0,26,16885,5,3
0,0,lower-puna-volcano,pre,tier3,tier3\images\lower-puna-volcano_00000005_pre_disaster.png,lower-puna-volcano_00000005_pre_disaster,0,0,tier3\masks\lower-puna-volcano_00000005_pre_disaster.png,0,0,6,910,5,4
0,0,portugal-wildfire,pre,tier3,tier3\images\portugal-wildfire_00000005_pre_disaster.png,portugal-wildfire_00000005_pre_disaster,0,0,tier3\masks\portugal-wildfire_00000005_pre_disaster.png,0,0,0,0,5,2
0,0,joplin-tornado,pre,tier3,tier3\images\joplin-tornado_00000005_pre_disaster.png,joplin-tornado_00000005_pre_disaster,0,0,tier3\masks\joplin-tornado_00000005_pre_disaster.png,0,0,39,32841,5,4
0,0,sunda-tsunami,pre,tier3,tier3\images\sunda-tsunami_00000005_pre_disaster.png,sunda-tsunami_00000005_pre_disaster,0,0,tier3\masks\sunda-tsunami_00000005_pre_disaster.png,0,0,38,21142,5,4
0,0,hurricane-michael,pre,train,train\images\hurricane-michael_00000005_pre_disaster.png,hurricane-michael_00000005_pre_disaster,0,0,train\masks\hurricane-michael_00000005_pre_disaster.png,0,0,2,1013,5,4
0,0,tuscaloosa-tornado,pre,tier3,tier3\images\tuscaloosa-tornado_00000005_pre_disaster.png,tuscaloosa-tornado_00000005_pre_disaster,0,0,tier3\masks\tuscaloosa-tornado_00000005_pre_disaster.png,0,0,0,0,5,0
0,0,midwest-flooding,pre,train,train\images\midwest-flooding_00000005_pre_disaster.png,midwest-flooding_00000005_pre_disaster,0,0,train\masks\midwest-flooding_00000005_pre_disaster.png,0,0,3,868,5,2
0,0,palu-tsunami,pre,train,train\images\palu-tsunami_00000005_pre_disaster.png,palu-tsunami_00000005_pre_disaster,0,0,train\masks\palu-tsunami_00000005_pre_disaster.png,0,0,100,176377,5,4
0,0,moore-tornado,pre,tier3,tier3\images\moore-tornado_00000005_pre_disaster.png,moore-tornado_00000005_pre_disaster,0,0,tier3\masks\moore-tornado_00000005_pre_disaster.png,0,0,26,28991,5,4
0,0,lower-puna-volcano,pre,tier3,tier3\images\lower-puna-volcano_00000006_pre_disaster.png,lower-puna-volcano_00000006_pre_disaster,0,0,tier3\masks\lower-puna-volcano_00000006_pre_disaster.png,0,0,0,0,6,4
0,0,moore-tornado,pre,tier3,tier3\images\moore-tornado_00000006_pre_disaster.png,moore-tornado_00000006_pre_disaster,0,0,tier3\masks\moore-tornado_00000006_pre_disaster.png,0,0,197,171768,6,2
0,0,woolsey-fire,pre,tier3,tier3\images\woolsey-fire_00000006_pre_disaster.png,woolsey-fire_00000006_pre_disaster,0,0,tier3\masks\woolsey-fire_00000006_pre_disaster.png,0,0,0,0,6,3
0,0,joplin-tornado,pre,tier3,tier3\images\joplin-tornado_00000006_pre_disaster.png,joplin-tornado_00000006_pre_disaster,0,0,tier3\masks\joplin-tornado_00000006_pre_disaster.png,0,0,36,39725,6,4
0,0,socal-fire,pre,train,train\images\socal-fire_00000006_pre_disaster.png,socal-fire_00000006_pre_disaster,0,0,train\masks\socal-fire_00000006_pre_disaster.png,0,0,10,18859,6,1
0,0,pinery-bushfire,pre,tier3,tier3\images\pinery-bushfire_00000006_pre_disaster.png,pinery-bushfire_00000006_pre_disaster,0,0,tier3\masks\pinery-bushfire_00000006_pre_disaster.png,0,0,0,0,6,2
0,0,sunda-tsunami,pre,tier3,tier3\images\sunda-tsunami_00000006_pre_disaster.png,sunda-tsunami_00000006_pre_disaster,0,0,tier3\masks\sunda-tsunami_00000006_pre_disaster.png,0,0,181,183945,6,2
0,0,palu-tsunami,pre,train,train\images\palu-tsunami_00000006_pre_disaster.png,palu-tsunami_00000006_pre_disaster,0,0,train\masks\palu-tsunami_00000006_pre_disaster.png,0,0,180,336311,6,0
0,0,hurricane-matthew,pre,train,train\images\hurricane-matthew_00000006_pre_disaster.png,hurricane-matthew_00000006_pre_disaster,0,0,train\masks\hurricane-matthew_00000006_pre_disaster.png,0,0,0,0,6,1
0,0,nepal-flooding,pre,tier3,tier3\images\nepal-flooding_00000006_pre_disaster.png,nepal-flooding_00000006_pre_disaster,0,0,tier3\masks\nepal-flooding_00000006_pre_disaster.png,0,0,91,109624,6,1
0,0,santa-rosa-wildfire,pre,train,train\images\santa-rosa-wildfire_00000006_pre_disaster.png,santa-rosa-wildfire_00000006_pre_disaster,0,0,train\masks\santa-rosa-wildfire_00000006_pre_disaster.png,0,0,37,145457,6,4
0,0,hurricane-harvey,pre,train,train\images\hurricane-harvey_00000006_pre_disaster.png,hurricane-harvey_00000006_pre_disaster,0,0,train\masks\hurricane-harvey_00000006_pre_disaster.png,0,0,41,80528,6,3
0,0,tuscaloosa-tornado,pre,tier3,tier3\images\tuscaloosa-tornado_00000006_pre_disaster.png,tuscaloosa-tornado_00000006_pre_disaster,0,0,tier3\masks\tuscaloosa-tornado_00000006_pre_disaster.png,0,0,35,57232,6,4
0,0,guatemala-volcano,pre,train,train\images\guatemala-volcano_00000006_pre_disaster.png,guatemala-volcano_00000006_pre_disaster,0,0,train\masks\guatemala-volcano_00000006_pre_disaster.png,0,0,96,46737,6,0
0,0,portugal-wildfire,pre,tier3,tier3\images\portugal-wildfire_00000006_pre_disaster.png,portugal-wildfire_00000006_pre_disaster,0,0,tier3\masks\portugal-wildfire_00000006_pre_disaster.png,0,0,77,46661,6,0
0,0,joplin-tornado,pre,tier3,tier3\images\joplin-tornado_00000007_pre_disaster.png,joplin-tornado_00000007_pre_disaster,0,0,tier3\masks\joplin-tornado_00000007_pre_disaster.png,0,0,318,246747,7,3
0,0,hurricane-matthew,pre,train,train\images\hurricane-matthew_00000007_pre_disaster.png,hurricane-matthew_00000007_pre_disaster,0,0,train\masks\hurricane-matthew_00000007_pre_disaster.png,0,0,29,8617,7,1
0,0,hurricane-harvey,pre,train,train\images\hurricane-harvey_00000007_pre_disaster.png,hurricane-harvey_00000007_pre_disaster,0,0,train\masks\hurricane-harvey_00000007_pre_disaster.png,0,0,33,87749,7,3
0,0,mexico-earthquake,pre,train,train\images\mexico-earthquake_00000007_pre_disaster.png,mexico-earthquake_00000007_pre_disaster,0,0,train\masks\mexico-earthquake_00000007_pre_disaster.png,0,0,159,258349,7,0
0,0,portugal-wildfire,pre,tier3,tier3\images\portugal-wildfire_00000007_pre_disaster.png,portugal-wildfire_00000007_pre_disaster,0,0,tier3\masks\portugal-wildfire_00000007_pre_disaster.png,0,0,0,0,7,1
0,0,midwest-flooding,pre,train,train\images\midwest-flooding_00000007_pre_disaster.png,midwest-flooding_00000007_pre_disaster,0,0,train\masks\midwest-flooding_00000007_pre_disaster.png,0,0,50,96812,7,3
0,0,palu-tsunami,pre,train,train\images\palu-tsunami_00000007_pre_disaster.png,palu-tsunami_00000007_pre_disaster,0,0,train\masks\palu-tsunami_00000007_pre_disaster.png,0,0,16,14606,7,3
0,0,sunda-tsunami,pre,tier3,tier3\images\sunda-tsunami_00000007_pre_disaster.png,sunda-tsunami_00000007_pre_disaster,0,0,tier3\masks\sunda-tsunami_00000007_pre_disaster.png,0,0,4,2813,7,2
0,0,santa-rosa-wildfire,pre,train,train\images\santa-rosa-wildfire_00000007_pre_disaster.png,santa-rosa-wildfire_00000007_pre_disaster,0,0,train\masks\santa-rosa-wildfire_00000007_pre_disaster.png,0,0,121,177944,7,0
0,0,lower-puna-volcano,pre,tier3,tier3\images\lower-puna-volcano_00000007_pre_disaster.png,lower-puna-volcano_00000007_pre_disaster,0,0,tier3\masks\lower-puna-volcano_00000007_pre_disaster.png,0,0,25,8418,7,0
0,0,woolsey-fire,pre,tier3,tier3\images\woolsey-fire_00000007_pre_disaster.png,woolsey-fire_00000007_pre_disaster,0,0,tier3\masks\woolsey-fire_00000007_pre_disaster.png,0,0,15,4861,7,0
0,0,nepal-flooding,pre,tier3,tier3\images\nepal-flooding_00000007_pre_disaster.png,nepal-flooding_00000007_pre_disaster,0,0,tier3\masks\nepal-flooding_00000007_pre_disaster.png,0,0,0,0,7,1
